,anime_id,title,score,score_count,rank,popularity,related,genre,producer
11655,1233,Aozora Shoujo-tai,6.57,34,5311.0,5072,"{'Adaptation': [{'mal_id': 20392, 'type': 'manga', 'url': 'https://myanimelist.net/manga/20392/Aozora_Shoujotai', 'title': 'Aozora Shoujotai'}]}","Action, Comedy, Military, Romance, Shounen",Studio Fantasia
6636,1299,Flag,7.28,57,2486.0,3330,"{'Summary': [{'mal_id': 5136, 'type': 'anime', 'url': 'https://myanimelist.net/anime/5136/Flag_Directors_Edition__Issenman_no_Kufura_no_Kiroku', 'title': 'Flag Director&#039;s Edition: Issenman no Kufura no Kiroku'}]}","Mecha, Military",Aniplex
5019,1301,Ginga Tetsudou 999 (Movie),7.7,75,1103.0,3700,"{'Adaptation': [{'mal_id': 776, 'type': 'manga', 'url': 'https://myanimelist.net/manga/776/Ginga_Tetsudou_999', 'title': 'Ginga Tetsudou 999'}], 'Sequel': [{'mal_id': 1302, 'type': 'anime', 'url': 'https://myanimelist.net/anime/1302/Sayonara_Ginga_Tetsudou_999__Andromeda_Shuuchakueki', 'title': 'Sayonara Ginga Tetsudou 999: Andromeda Shuuchakueki'}], 'Alternative version': [{'mal_id': 1491, 'type': 'anime', 'url': 'https://myanimelist.net/anime/1491/Ginga_Tetsudou_999', 'title': 'Ginga Tetsudou 999'}], 'Prequel': [{'mal_id': 2019, 'type': 'anime', 'url': 'https://myanimelist.net/anime/2019/DNA_Sights_9999', 'title': 'DNA Sights 999.9'}]}","Sci-Fi, Adventure, Space, Drama, Fantasy",
2850,1303,The Animatrix,7.32,708,2364.0,1514,[],"Action, Drama, Sci-Fi",
12610,1312,Chikyuu Bouei Kigyou Dai-Guard,7.21,43,2767.0,4598,[],"Adventure, Comedy, Mecha, Military, Sci-Fi","Sotsu, TV Tokyo Music"
5515,1339,Cool Devices,6.35,46,,4966,"{'Adaptation': [{'mal_id': 24814, 'type': 'manga', 'url': 'https://myanimelist.net/manga/24814/Dorei_Senshi_Maya', 'title': 'Dorei Senshi Maya'}]}",Hentai,Green Bunny
8364,1350,Parasite Dolls,6.64,61,5028.0,4016,"{'Parent story': [{'mal_id': 1349, 'type': 'anime', 'url': 'https://myanimelist.net/anime/1349/AD_Police_TV', 'title': 'A.D. Police (TV)'}]}","Action, Sci-Fi, Police, Mecha",Imagica
10618,1386,Blood Royale,5.73,34,,5492,[],Hentai,Discovery
11980,1410,IGPX: Immortal Grand Prix (2005) 2nd Season,7.36,104,2189.0,4053,"{'Prequel': [{'mal_id': 3270, 'type': 'anime', 'url': 'https://myanimelist.net/anime/3270/IGPX__Immortal_Grand_Prix_2005', 'title': 'IGPX: Immortal Grand Prix (2005)'}]}","Mecha, Sci-Fi, Shounen, Sports",Bee Train
7742,1412,Lupin III,7.73,296,1043.0,1595,"{'Adaptation': [{'mal_id': 438, 'type': 'manga', 'url': 'https://myanimelist.net/manga/438/Lupin_III', 'title': 'Lupin III'}], 'Side story': [{'mal_id': 1413, 'type': 'anime', 'url': 'https://myanimelist.net/anime/1413/Lupin_III__Alcatraz_Connection', 'title': 'Lupin III: Alcatraz Connection'}, {'mal_id': 1414, 'type': 'anime', 'url': 'https://myanimelist.net/anime/1414/Lupin_III__Tenshi_no_Tactics_-_Yume_no_Kakera_wa_Koroshi_no_Kaori', 'title': 'Lupin III: Tenshi no Tactics - Yume no Kakera wa Koroshi no Kaori'}, {'mal_id': 1415, 'type': 'anime', 'url': 'https://myanimelist.net/anime/1415/Lupin_III__Bye_Bye_Liberty_-_Kiki_Ippatsu', 'title': 'Lupin III: Bye Bye Liberty - Kiki Ippatsu!'}, {'mal_id': 1416, 'type': 'anime', 'url': 'https://myanimelist.net/anime/1416/Lupin_III__Dead_or_Alive', 'title': 'Lupin III: Dead or Alive'}, {'mal_id': 1417, 'type': 'anime', 'url': 'https://myanimelist.net/anime/1417/Lupin_III__Moeyo_Zantetsuken', 'title': 'Lupin III: Moeyo Zantetsuken!'}, {'mal_id': 1418, 'type': 'anime', 'url': 'https://myanimelist.net/anime/1418/Lupin_III__Episode_0_First_Contact', 'title': 'Lupin III: Episode 0 ""First Contact""'}, {'mal_id': 1419, 'type': 'anime', 'url': 'https://myanimelist.net/anime/1419/Lupin_III__Kutabare_Nostradamus', 'title': 'Lupin III: Kutabare! Nostradamus'}, {'mal_id': 1420, 'type': 'anime', 'url': 'https://myanimelist.net/anime/1420/Lupin_III__Russia_yori_Ai_wo_Komete', 'title': 'Lupin III: Russia yori Ai wo Komete'}, {'mal_id': 1421, 'type': 'anime', 'url': 'https://myanimelist.net/anime/1421/Lupin_III__Hemingway_Paper_no_Nazo', 'title': 'Lupin III: Hemingway Paper no Nazo'}, {'mal_id': 1422, 'type': 'anime', 'url': 'https://myanimelist.net/anime/1422/Lupin_III__1_Money_Wars', 'title': 'Lupin III: $1 Money Wars'}, {'mal_id': 1423, 'type': 'anime', 'url': 'https://myanimelist.net/anime/1423/Lupin_III__Napoleon_no_Jisho_wo_Ubae', 'title': 'Lupin III: Napoleon no Jisho wo Ubae'}, {'mal_id': 1424, 'type': 'anime', 'url': 'https://myanimelist.net/anime/1424/Lupin_III__Otakara_Henkyaku_Daisakusen', 'title': 'Lupin III: Otakara Henkyaku Daisakusen!!'}, {'mal_id': 1427, 'type': 'anime', 'url': 'https://myanimelist.net/anime/1427/Lupin_III__Ikiteita_Majutsushi', 'title': 'Lupin III: Ikiteita Majutsushi'}, {'mal_id': 1428, 'type': 'anime', 'url': 'https://myanimelist.net/anime/1428/Lupin_III__Pilot_Film_1978', 'title': 'Lupin III: Pilot Film (1978)'}, {'mal_id': 1429, 'type': 'anime', 'url': 'https://myanimelist.net/anime/1429/Lupin_III__Nusumareta_Lupin', 'title': 'Lupin III: Nusumareta Lupin'}, {'mal_id': 1430, 'type': 'anime', 'url': 'https://myanimelist.net/anime/1430/Lupin_III__Cagliostro_no_Shiro', 'title': 'Lupin III: Cagliostro no Shiro'}, {'mal_id': 1431, 'type': 'anime', 'url': 'https://myanimelist.net/anime/1431/Lupin_III__Ai_no_Da_Capo_-_Fujikos_Unlucky_Days', 'title': 'Lupin III: Ai no Da Capo - Fujiko&#039;s Unlucky Days'}, {'mal_id': 1432, 'type': 'anime', 'url': 'https://myanimelist.net/anime/1432/Lupin_III__Fuuma_Ichizoku_no_Inbou', 'title': 'Lupin III: Fuuma Ichizoku no Inbou'}, {'mal_id': 1433, 'type': 'anime', 'url': 'https://myanimelist.net/anime/1433/Lupin_III__Babylon_no_Ougon_Densetsu', 'title': 'Lupin III: Babylon no Ougon Densetsu'}, {'mal_id': 1434, 'type': 'anime', 'url': 'https://myanimelist.net/anime/1434/Lupin_III__Harimao_no_Zaihou_wo_Oe', 'title': 'Lupin III: Harimao no Zaihou wo Oe!!'}, {'mal_id': 1435, 'type': 'anime', 'url': 'https://myanimelist.net/anime/1435/Lupin_III__Lupin_vs_Fukusei-ningen', 'title': 'Lupin III: Lupin vs. Fukusei-ningen'}, {'mal_id': 1436, 'type': 'anime', 'url': 'https://myanimelist.net/anime/1436/Lupin_III__Twilight_Gemini_no_Himitsu', 'title': 'Lupin III: Twilight Gemini no Himitsu'}, {'mal_id': 1437, 'type': 'anime', 'url': 'https://myanimelist.net/anime/1437/Lupin_III__Honoo_no_Kioku_-_Tokyo_Crisis', 'title': 'Lupin III: Honoo no Kioku - Tokyo Crisis'}, {'mal_id': 1438, 'type': 'anime', 'url': 'https://myanimelist.net/anime/1438/Lupin_III__Lupin_Ansatsu_Shirei', 'title': 'Lupin III: Lupin Ansatsu Shirei'}, {'mal_id': 1439, 'type': 'anime', 'url': 'https://myanimelist.net/anime/1439/Lupin_III__Walther_P-38', 'title': 'Lupin III: Walther P-38'}, {'mal_id': 3019, 'type': 'anime', 'url': 'https://myanimelist.net/anime/3019/Lupin_III__Kiri_no_Elusive', 'title': 'Lupin III: Kiri no Elusive'}, {'mal_id': 4320, 'type': 'anime', 'url': 'https://myanimelist.net/anime/4320/Lupin_III__Green_vs_Red', 'title': 'Lupin III: Green vs. Red'}, {'mal_id': 4851, 'type': 'anime', 'url': 'https://myanimelist.net/anime/4851/Lupin_III__Seven_Days_Rhapsody', 'title': 'Lupin III: Seven Days Rhapsody'}, {'mal_id': 5019, 'type': 'anime', 'url': 'https://myanimelist.net/anime/5019/Lupin_III__Sweet_Lost_Night_-_Mahou_no_Lamp_wa_Akumu_no_Yokan', 'title': 'Lupin III: Sweet Lost Night - Mahou no Lamp wa Akumu no Yokan'}, {'mal_id': 5225, 'type': 'anime', 'url': 'https://myanimelist.net/anime/5225/Lupin_III__Pilot_Film', 'title': 'Lupin III: Pilot Film'}, {'mal_id': 6115, 'type': 'anime', 'url': 'https://myanimelist.net/anime/6115/Lupin_III_vs_Detective_Conan', 'title': 'Lupin III vs. Detective Conan'}, {'mal_id': 8097, 'type': 'anime', 'url': 'https://myanimelist.net/anime/8097/Lupin_III__The_Last_Job', 'title': 'Lupin III: The Last Job'}, {'mal_id': 11777, 'type': 'anime', 'url': 'https://myanimelist.net/anime/11777/Lupin_III__Chi_no_Kokuin_-_Eien_no_Mermaid', 'title': 'Lupin III: Chi no Kokuin - Eien no Mermaid'}, {'mal_id': 15783, 'type': 'anime', 'url': 'https://myanimelist.net/anime/15783/Lupin_III__Touhou_Kenbunroku_-_Another_Page', 'title': 'Lupin III: Touhou Kenbunroku - Another Page'}, {'mal_id': 20141, 'type': 'anime', 'url': 'https://myanimelist.net/anime/20141/Lupin_III__Princess_of_the_Breeze_-_Kakusareta_Kuuchuu_Toshi', 'title': 'Lupin III: Princess of the Breeze - Kakusareta Kuuchuu Toshi'}], 'Sequel': [{'mal_id': 1425, 'type': 'anime', 'url': 'https://myanimelist.net/anime/1425/Lupin_III__Part_II', 'title': 'Lupin III: Part II'}], 'Prequel': [{'mal_id': 5225, 'type': 'anime', 'url': 'https://myanimelist.net/anime/5225/Lupin_III__Pilot_Film', 'title': 'Lupin III: Pilot Film'}], 'Character': [{'mal_id': 6115, 'type': 'anime', 'url': 'https://myanimelist.net/anime/6115/Lupin_III_vs_Detective_Conan', 'title': 'Lupin III vs. Detective Conan'}, {'mal_id': 19479, 'type': 'anime', 'url': 'https://myanimelist.net/anime/19479/Monkey_Punch__Manga_Katsudou_Daishashin_-_Crime_Mate_Special', 'title': 'Monkey Punch: Manga Katsudou Daishashin - Crime Mate Special'}], 'Other': [{'mal_id': 9035, 'type': 'anime', 'url': 'https://myanimelist.net/anime/9035/Lupin_the_Third_x_Monkey_Majik', 'title': 'Lupin the Third x Monkey Majik'}, {'mal_id': 13247, 'type': 'anime', 'url': 'https://myanimelist.net/anime/13247/Lupin_III__Lupin_Ikka_Seizoroi', 'title': 'Lupin III: Lupin Ikka Seizoroi'}, {'mal_id': 16183, 'type': 'anime', 'url': 'https://myanimelist.net/anime/16183/Lupin_Shanshei', 'title': 'Lupin Shanshei'}, {'mal_id': 23293, 'type': 'anime', 'url': 'https://myanimelist.net/anime/23293/Lupin_the_IIIrd__Jigen_Daisuke_no_Bohyou', 'title': 'Lupin the IIIrd: Jigen Daisuke no Bohyou'}, {'mal_id': 34021, 'type': 'anime', 'url': 'https://myanimelist.net/anime/34021/Lupin_the_IIIrd__Chikemuri_no_Ishikawa_Goemon', 'title': 'Lupin the IIIrd: Chikemuri no Ishikawa Goemon'}, {'mal_id': 36967, 'type': 'anime', 'url': 'https://myanimelist.net/anime/36967/Lupin_wa_Ima_mo_Moete_Iru_ka', 'title': 'Lupin wa Ima mo Moete Iru ka?'}], 'Alternative version': [{'mal_id': 13203, 'type': 'anime', 'url': 'https://myanimelist.net/anime/13203/Lupin_the_Third__Mine_Fujiko_to_Iu_Onna', 'title': 'Lupin the Third: Mine Fujiko to Iu Onna'}], 'Spin-off': [{'mal_id': 13249, 'type': 'anime', 'url': 'https://myanimelist.net/anime/13249/Lupin_VIII', 'title': 'Lupin VIII'}]}","Action, Adventure, Comedy, Seinen","TMS Entertainment, Group TAC"
4893,1417,Lupin III: Moeyo Zantetsuken!,7.19,50,2857.0,5174,"{'Parent story': [{'mal_id': 1412, 'type': 'anime', 'url': 'https://myanimelist.net/anime/1412/Lupin_III', 'title': 'Lupin III'}]}","Action, Adventure, Mystery, Comedy, Seinen",Tokyo Movie Shinsha
3119,1427,Lupin III: Ikiteita Majutsushi,6.19,39,6799.0,5775,"{'Parent story': [{'mal_id': 1412, 'type': 'anime', 'url': 'https://myanimelist.net/anime/1412/Lupin_III', 'title': 'Lupin III'}]}","Action, Adventure, Mystery, Comedy, Seinen","VAP, Tohokushinsha Film Corporation"
13197,1470,City Hunter,7.99,150,562.0,2204,"{'Adaptation': [{'mal_id': 792, 'type': 'manga', 'url': 'https://myanimelist.net/manga/792/City_Hunter', 'title': 'City Hunter'}], 'Spin-off': [{'mal_id': 282, 'type': 'anime', 'url': 'https://myanimelist.net/anime/282/Angel_Heart', 'title': 'Angel Heart'}], 'Sequel': [{'mal_id': 1471, 'type': 'anime', 'url': 'https://myanimelist.net/anime/1471/City_Hunter_2', 'title': 'City Hunter 2'}], 'Other': [{'mal_id': 30818, 'type': 'anime', 'url': 'https://myanimelist.net/anime/30818/City_Hunter__Ryou_no_Propose', 'title': 'City Hunter: Ryou no Propose'}], 'Alternative version': [{'mal_id': 37516, 'type': 'anime', 'url': 'https://myanimelist.net/anime/37516/City_Hunter_Movie', 'title': 'City Hunter Movie'}]}","Action, Comedy, Mystery, Shounen",Aniplex
2857,1474,City Hunter: Ai to Shukumei no Magnum,7.54,47,1518.0,5235,"{'Parent story': [{'mal_id': 1471, 'type': 'anime', 'url': 'https://myanimelist.net/anime/1471/City_Hunter_2', 'title': 'City Hunter 2'}]}","Action, Comedy, Mystery, Shounen",
10297,1476,City Hunter: Hyakuman Dollar no Inbou,7.48,42,1689.0,5562,"{'Parent story': [{'mal_id': 1472, 'type': 'anime', 'url': 'https://myanimelist.net/anime/1472/City_Hunter_3', 'title': 'City Hunter 3'}], 'Sequel': [{'mal_id': 1475, 'type': 'anime', 'url': 'https://myanimelist.net/anime/1475/City_Hunter__Bay_City_Wars', 'title': 'City Hunter: Bay City Wars'}]}","Action, Comedy, Mystery, Shounen",
10775,1492,Project ARMS,7.11,61,3187.0,3923,"{'Adaptation': [{'mal_id': 1503, 'type': 'manga', 'url': 'https://myanimelist.net/manga/1503/Arms', 'title': 'Arms'}], 'Sequel': [{'mal_id': 1493, 'type': 'anime', 'url': 'https://myanimelist.net/anime/1493/Project_ARMS__The_2nd_Chapter', 'title': 'Project ARMS: The 2nd Chapter'}]}","Action, Martial Arts, Super Power",
8870,1520,Black Jack,7.84,78,809.0,2715,"{'Adaptation': [{'mal_id': 1600, 'type': 'manga', 'url': 'https://myanimelist.net/manga/1600/Black_Jack', 'title': 'Black Jack'}], 'Side story': [{'mal_id': 1521, 'type': 'anime', 'url': 'https://myanimelist.net/anime/1521/Black_Jack_the_Movie', 'title': 'Black Jack the Movie'}, {'mal_id': 6246, 'type': 'anime', 'url': 'https://myanimelist.net/anime/6246/Black_Jack__Sora_kara_Kita_Kodomo', 'title': 'Black Jack: Sora kara Kita Kodomo'}], 'Alternative version': [{'mal_id': 2213, 'type': 'anime', 'url': 'https://myanimelist.net/anime/2213/Black_Jack_TV', 'title': 'Black Jack (TV)'}, {'mal_id': 7229, 'type': 'anime', 'url': 'https://myanimelist.net/anime/7229/Black_Jack_ONA', 'title': 'Black Jack ONA'}], 'Character': [{'mal_id': 9991, 'type': 'anime', 'url': 'https://myanimelist.net/anime/9991/Bremen_4__Jigoku_no_Naka_no_Tenshi-tachi', 'title': 'Bremen 4: Jigoku no Naka no Tenshi-tachi'}], 'Other': [{'mal_id': 10055, 'type': 'anime', 'url': 'https://myanimelist.net/anime/10055/Black_Jack__Heian_Sento', 'title': 'Black Jack: Heian Sento'}], 'Prequel': [{'mal_id': 30740, 'type': 'anime', 'url': 'https://myanimelist.net/anime/30740/Young_Black_Jack', 'title': 'Young Black Jack'}]}",Drama,"Animax, Akita Shoten"
2414,1572,Jungle Taitei,6.67,34,4891.0,5281,"{'Adaptation': [{'mal_id': 1771, 'type': 'manga', 'url': 'https://myanimelist.net/manga/1771/Jungle_Taitei', 'title': 'Jungle Taitei'}], 'Side story': [{'mal_id': 2264, 'type': 'anime', 'url': 'https://myanimelist.net/anime/2264/Jungle_Taitei_Movie_1997', 'title': 'Jungle Taitei Movie (1997)'}, {'mal_id': 18533, 'type': 'anime', 'url': 'https://myanimelist.net/anime/18533/Jungle_Taitei_Leo__Hon-o-ji', 'title': 'Jungle Taitei Leo: Hon-o-ji'}], 'Alternative version': [{'mal_id': 2556, 'type': 'anime', 'url': 'https://myanimelist.net/anime/2556/Jungle_Taitei_1989', 'title': 'Jungle Taitei (1989)'}, {'mal_id': 20381, 'type': 'anime', 'url': 'https://myanimelist.net/anime/20381/Jungle_Taitei_Movie', 'title': 'Jungle Taitei Movie'}], 'Sequel': [{'mal_id': 2565, 'type': 'anime', 'url': 'https://myanimelist.net/anime/2565/Jungle_Taitei__Susume_Leo', 'title': 'Jungle Taitei: Susume Leo!'}], 'Alternative setting': [{'mal_id': 6909, 'type': 'anime', 'url': 'https://myanimelist.net/anime/6909/Jungle_Taitei__Yuuki_ga_Mirai_wo_Kaeru', 'title': 'Jungle Taitei: Yuuki ga Mirai wo Kaeru'}]}","Adventure, Kids, Shounen",
11228,1576,Bakumatsu Kikansetsu Irohanihoheto,7.19,205,2836.0,2072,[],"Action, Drama, Historical, Samurai",Bandai Visual
10974,1614,Captain Tsubasa: Road to 2002,7.46,332,1755.0,2243,"{'Adaptation': [{'mal_id': 1791, 'type': 'manga', 'url': 'https://myanimelist.net/manga/1791/Captain_Tsubasa__Road_to_2002', 'title': 'Captain Tsubasa: Road to 2002'}], 'Prequel': [{'mal_id': 1674, 'type': 'anime', 'url': 'https://myanimelist.net/anime/1674/Captain_Tsubasa_J', 'title': 'Captain Tsubasa J'}]}","Action, Shounen, Sports",TV Tokyo
44,1698,Nodame Cantabile,8.41,1711,163.0,381,"{'Adaptation': [{'mal_id': 419, 'type': 'manga', 'url': 'https://myanimelist.net/manga/419/Nodame_Cantabile', 'title': 'Nodame Cantabile'}], 'Side story': [{'mal_id': 3965, 'type': 'anime', 'url': 'https://myanimelist.net/anime/3965/Nodame_Cantabile_Special', 'title': 'Nodame Cantabile Special'}], 'Sequel': [{'mal_id': 4477, 'type': 'anime', 'url': 'https://myanimelist.net/anime/4477/Nodame_Cantabile__Paris-hen', 'title': 'Nodame Cantabile: Paris-hen'}], 'Other': [{'mal_id': 5656, 'type': 'anime', 'url': 'https://myanimelist.net/anime/5656/PuriGorota__Uchuu_no_Yuujou_Daibouken', 'title': 'PuriGorota: Uchuu no Yuujou Daibouken'}, {'mal_id': 29823, 'type': 'anime', 'url': 'https://myanimelist.net/anime/29823/Channel_55_3rd_Season', 'title': 'Channel 5.5 3rd Season'}]}","Music, Slice of Life, Comedy, Drama, Romance, Josei","Dentsu, Genco, Kodansha, Fuji TV, Magic Capsule, Sony Music Entertainment, Fuji Pacific Music Publishing"
2888,1722,Nagasarete Airantou,7.38,708,2118.0,1328,"{'Adaptation': [{'mal_id': 1086, 'type': 'manga', 'url': 'https://myanimelist.net/manga/1086/Nagasarete_Airantou', 'title': 'Nagasarete Airantou'}]}","Comedy, Ecchi, Fantasy, Harem, Romance",Square Enix
3039,1727,Shinkyoku Soukai Polyphonica,6.93,214,3822.0,2305,"{'Prequel': [{'mal_id': 5504, 'type': 'anime', 'url': 'https://myanimelist.net/anime/5504/Shinkyoku_Soukai_Polyphonica_Crimson_S', 'title': 'Shinkyoku Soukai Polyphonica Crimson S'}]}","Music, Drama, Romance, Fantasy, School","Lantis, Pony Canyon, TBS, Movic, Magic Capsule, SoftBank Creative Corp., Memory-Tech, T.O Entertainment, Fuji Creative"
13318,1728,Super GALS! Kotobuki Ran,7.52,103,1587.0,3384,"{'Adaptation': [{'mal_id': 89, 'type': 'manga', 'url': 'https://myanimelist.net/manga/89/Gals', 'title': 'Gals!'}]}","Comedy, Slice of Life, Shoujo",TV Tokyo
7558,1738,Muteki Kanban Musume,7.19,131,2861.0,3180,"{'Adaptation': [{'mal_id': 3063, 'type': 'manga', 'url': 'https://myanimelist.net/manga/3063/Muteki_Kanban_Musume', 'title': 'Muteki Kanban Musume'}]}","Action, Comedy, Martial Arts, Parody, Shounen","Geneon Universal Entertainment, Yomiuri Telecasting, Yomiuri Advertising, Toshiba Entertainment"
4044,1747,Freedom,7.55,135,1491.0,2949,"{'Prequel': [{'mal_id': 2319, 'type': 'anime', 'url': 'https://myanimelist.net/anime/2319/Freedom_Previsited', 'title': 'Freedom Previsited'}]}","Action, Sci-Fi, Adventure, Space","Bandai Visual, Dentsu"
8655,1802,Dirty Pair Flash,6.78,48,4393.0,4747,"{'Adaptation': [{'mal_id': 20300, 'type': 'manga', 'url': 'https://myanimelist.net/manga/20300/Dirty_Pair_Flash', 'title': 'Dirty Pair Flash'}], 'Alternative setting': [{'mal_id': 424, 'type': 'anime', 'url': 'https://myanimelist.net/anime/424/Dirty_Pair', 'title': 'Dirty Pair'}], 'Sequel': [{'mal_id': 12343, 'type': 'anime', 'url': 'https://myanimelist.net/anime/12343/Dirty_Pair_Flash_2', 'title': 'Dirty Pair Flash 2'}]}","Action, Adventure, Police, Comedy, Sci-Fi","VAP, Studio Jack"
1027,1838,Mitsu x Mitsu Drops,6.12,236,7035.0,2712,"{'Adaptation': [{'mal_id': 629, 'type': 'manga', 'url': 'https://myanimelist.net/manga/629/Mitsu_x_Mitsu_Drops', 'title': 'Mitsu x Mitsu Drops'}]}","Drama, Romance, School, Shoujo","Radix, Soft Garage"
9577,1865,Getsumen To Heiki Mina,6.38,37,6071.0,4697,"{'Adaptation': [{'mal_id': 7115, 'type': 'manga', 'url': 'https://myanimelist.net/manga/7115/Getsumen_to_Heiki_Miina', 'title': 'Getsumen to Heiki Miina'}], 'Side story': [{'mal_id': 7427, 'type': 'anime', 'url': 'https://myanimelist.net/anime/7427/Getsumen_To_Heiki_Mina_Specials', 'title': 'Getsumen To Heiki Mina Specials'}]}","Comedy, Parody, Sci-Fi","Pony Canyon, Studio Tulip, Sony Music Entertainment, Sotsu Music Publishing"
3904,1908,Lesson XX,6.05,66,7237.0,4720,[],"Romance, Shounen Ai",Daiei
12857,1943,Paprika,8.12,2172,416.0,308,"{'Adaptation': [{'mal_id': 83895, 'type': 'manga', 'url': 'https://myanimelist.net/manga/83895/Paprika', 'title': 'Paprika'}, {'mal_id': 83897, 'type': 'manga', 'url': 'https://myanimelist.net/manga/83897/Paprika__The_Dream-Child', 'title': 'Paprika: The Dream-Child'}]}","Sci-Fi, Mystery, Dementia, Horror, Psychological, Thriller, Fantasy","Sony Pictures Entertainment, Cyclone Graphics inc"
1572,1961,Arashi no Yoru ni,7.84,147,809.0,3191,"{'Adaptation': [{'mal_id': 7330, 'type': 'manga', 'url': 'https://myanimelist.net/manga/7330/Arashi_no_Yoru_ni', 'title': 'Arashi no Yoru ni'}], 'Alternative version': [{'mal_id': 13029, 'type': 'anime', 'url': 'https://myanimelist.net/anime/13029/Arashi_no_Yoru_ni__Himitsu_no_Tomodachi', 'title': 'Arashi no Yoru ni: Himitsu no Tomodachi'}]}","Adventure, Comedy, Drama, Fantasy","Shogakukan Productions, Mainichi Broadcasting System, TBS, Toho, SEDIC International, Hakuhodo DY Music &amp; Pictures, Mainichi Shimbun"
10134,1965,Sola,7.31,931,2404.0,1040,"{'Adaptation': [{'mal_id': 1665, 'type': 'manga', 'url': 'https://myanimelist.net/manga/1665/Sola', 'title': 'Sola'}], 'Side story': [{'mal_id': 3174, 'type': 'anime', 'url': 'https://myanimelist.net/anime/3174/Sola_Specials', 'title': 'Sola Specials'}]}","Drama, Romance, Slice of Life, Supernatural",Lantis
1,2104,Seto no Hanayome,7.89,1876,727.0,366,"{'Adaptation': [{'mal_id': 759, 'type': 'manga', 'url': 'https://myanimelist.net/manga/759/Seto_no_Hanayome', 'title': 'Seto no Hanayome'}], 'Sequel': [{'mal_id': 4163, 'type': 'anime', 'url': 'https://myanimelist.net/anime/4163/Seto_no_Hanayome_OVA', 'title': 'Seto no Hanayome OVA'}], 'Side story': [{'mal_id': 5199, 'type': 'anime', 'url': 'https://myanimelist.net/anime/5199/Seto_no_Hanayome_Fan_Disc', 'title': 'Seto no Hanayome Fan Disc'}], 'Alternative version': [{'mal_id': 28385, 'type': 'anime', 'url': 'https://myanimelist.net/anime/28385/Seto_no_Hanayome_Picture_Drama', 'title': 'Seto no Hanayome Picture Drama'}]}","Comedy, Parody, Romance, School, Shounen","TV Tokyo, AIC, Square Enix, Sotsu"
11171,2118,Captain Tsubasa: Europe Daikessen,7.01,46,3524.0,5547,"{'Parent story': [{'mal_id': 2116, 'type': 'anime', 'url': 'https://myanimelist.net/anime/2116/Captain_Tsubasa', 'title': 'Captain Tsubasa'}]}","Action, Sports, Shounen",Group TAC
8672,2151,Nils no Fushigi na Tabi,7.12,42,3133.0,5708,"{'Summary': [{'mal_id': 7664, 'type': 'anime', 'url': 'https://myanimelist.net/anime/7664/Nils_no_Fushigi_na_Tabi_Movie', 'title': 'Nils no Fushigi na Tabi (Movie)'}]}","Kids, Adventure, Fantasy",
10713,2198,Aa! Megami-sama!: Sorezore no Tsubasa Specials,7.61,283,1316.0,2723,"{'Adaptation': [{'mal_id': 446, 'type': 'manga', 'url': 'https://myanimelist.net/manga/446/Aa_Megami-sama', 'title': 'Aa! Megami-sama!'}], 'Prequel': [{'mal_id': 880, 'type': 'anime', 'url': 'https://myanimelist.net/anime/880/Aa_Megami-sama__Sorezore_no_Tsubasa', 'title': 'Aa! Megami-sama!: Sorezore no Tsubasa'}], 'Sequel': [{'mal_id': 3090, 'type': 'anime', 'url': 'https://myanimelist.net/anime/3090/Aa_Megami-sama__Tatakau_Tsubasa', 'title': 'Aa! Megami-sama!: Tatakau Tsubasa'}]}","Comedy, Magic, Romance, Seinen, Supernatural",AIC
6154,2220,Be-Boy Kidnapp&#039;n Idol,5.64,51,8116.0,4716,[],"Drama, Shounen Ai",
9274,2225,Alps no Shoujo Heidi,7.27,158,2514.0,2958,"{'Other': [{'mal_id': 8176, 'type': 'anime', 'url': 'https://myanimelist.net/anime/8176/Teinenpi_Shoujo_Haiji', 'title': 'Teinenpi Shoujo Haiji'}], 'Summary': [{'mal_id': 9547, 'type': 'anime', 'url': 'https://myanimelist.net/anime/9547/Alps_no_Shoujo_Heidi_1979', 'title': 'Alps no Shoujo Heidi (1979)'}, {'mal_id': 9548, 'type': 'anime', 'url': 'https://myanimelist.net/anime/9548/Alps_no_Shoujo_Heidi__Alm_no_Yama-hen', 'title': 'Alps no Shoujo Heidi: Alm no Yama-hen'}, {'mal_id': 9549, 'type': 'anime', 'url': 'https://myanimelist.net/anime/9549/Alps_no_Shoujo_Heidi__Heidi_to_Clara-hen', 'title': 'Alps no Shoujo Heidi: Heidi to Clara-hen'}], 'Alternative version': [{'mal_id': 10813, 'type': 'anime', 'url': 'https://myanimelist.net/anime/10813/Alps_no_Shoujo_Heidi_Pilot', 'title': 'Alps no Shoujo Heidi Pilot'}, {'mal_id': 35770, 'type': 'anime', 'url': 'https://myanimelist.net/anime/35770/Hungry_Days__Aoharu_ka_yo', 'title': 'Hungry Days: Aoharu ka yo.'}]}","Drama, Historical, Slice of Life",Fuji TV
