,anime_id,title,score,score_count,rank,popularity,related,genre,producer
9864,20457,"Inari, Konkon, Koi Iroha.",7.27,700,2522.0,970,"{'Adaptation': [{'mal_id': 23689, 'type': 'manga', 'url': 'https://myanimelist.net/manga/23689/Inari_Konkon_Koi_Iroha', 'title': 'Inari, Konkon, Koi Iroha.'}, {'mal_id': 91713, 'type': 'manga', 'url': 'https://myanimelist.net/manga/91713/Inari_Konkon_Koi_Iroha', 'title': 'Inari, Konkon, Koi Iroha.'}], 'Sequel': [{'mal_id': 22057, 'type': 'anime', 'url': 'https://myanimelist.net/anime/22057/Inari_Konkon_Koi_Iroha__Inari_Konkon_Semishigure', 'title': 'Inari, Konkon, Koi Iroha.: Inari, Konkon, Semishigure.'}]}","Comedy, Supernatural, Romance, School, Seinen","DAX Production, flying DOG"
2997,20651,Natsume Yuujinchou: Itsuka Yuki no Hi ni,8.41,268,161.0,1736,"{'Parent story': [{'mal_id': 4081, 'type': 'anime', 'url': 'https://myanimelist.net/anime/4081/Natsume_Yuujinchou', 'title': 'Natsume Yuujinchou'}]}","Drama, Fantasy, Shoujo, Slice of Life, Supernatural","Aniplex, Nihon Ad Systems"
12744,20847,Seitokai Yakuindomo*,7.82,1117,850.0,610,"{'Adaptation': [{'mal_id': 14110, 'type': 'manga', 'url': 'https://myanimelist.net/manga/14110/Seitokai_Yakuindomo', 'title': 'Seitokai Yakuindomo'}], 'Prequel': [{'mal_id': 10119, 'type': 'anime', 'url': 'https://myanimelist.net/anime/10119/Seitokai_Yakuindomo_OVA', 'title': 'Seitokai Yakuindomo OVA'}], 'Sequel': [{'mal_id': 26123, 'type': 'anime', 'url': 'https://myanimelist.net/anime/26123/Seitokai_Yakuindomo_OVA', 'title': 'Seitokai Yakuindomo* OVA'}], 'Parent story': [{'mal_id': 34504, 'type': 'anime', 'url': 'https://myanimelist.net/anime/34504/Seitokai_Yakuindomo_Movie', 'title': 'Seitokai Yakuindomo Movie'}]}","Slice of Life, Comedy, School, Shounen",Starchild Records
1888,20853,Hitsugi no Chaika,7.41,1734,1972.0,326,"{'Adaptation': [{'mal_id': 32831, 'type': 'manga', 'url': 'https://myanimelist.net/manga/32831/Hitsugi_no_Chaika', 'title': 'Hitsugi no Chaika'}], 'Sequel': [{'mal_id': 24231, 'type': 'anime', 'url': 'https://myanimelist.net/anime/24231/Hitsugi_no_Chaika__Avenging_Battle', 'title': 'Hitsugi no Chaika: Avenging Battle'}], 'Side story': [{'mal_id': 24261, 'type': 'anime', 'url': 'https://myanimelist.net/anime/24261/Hitsugi_no_Chaika_OVA', 'title': 'Hitsugi no Chaika OVA'}]}","Action, Adventure, Comedy, Romance, Fantasy","Kadokawa Shoten, flying DOG, Fujimi Shobo"
5759,20889,Kuro no Sumika: Chronus,6.92,158,3843.0,3153,"{'Other': [{'mal_id': 20903, 'type': 'anime', 'url': 'https://myanimelist.net/anime/20903/Harmonie', 'title': 'Harmonie'}, {'mal_id': 20907, 'type': 'anime', 'url': 'https://myanimelist.net/anime/20907/Ookii_1_Nensei_to_Chiisana_2_Nensei', 'title': 'Ookii 1 Nensei to Chiisana 2 Nensei'}, {'mal_id': 20961, 'type': 'anime', 'url': 'https://myanimelist.net/anime/20961/Parol_no_Miraijima', 'title': 'Parol no Miraijima'}]}",Psychological,EXA International
12132,20931,Oneechan ga Kita,6.49,591,5650.0,1317,"{'Adaptation': [{'mal_id': 60201, 'type': 'manga', 'url': 'https://myanimelist.net/manga/60201/Oneechan_ga_Kita', 'title': 'Oneechan ga Kita'}], 'Sequel': [{'mal_id': 23427, 'type': 'anime', 'url': 'https://myanimelist.net/anime/23427/Oneechan_ga_Kita_Special', 'title': 'Oneechan ga Kita Special'}]}","Comedy, Slice of Life","Takeshobo, Studio CHANT"
4019,20973,Sekai Seifuku: Bouryaku no Zvezda,7.15,740,3012.0,931,"{'Adaptation': [{'mal_id': 66709, 'type': 'manga', 'url': 'https://myanimelist.net/manga/66709/Sekai_Seifuku__Junketsu_no_White_Light', 'title': 'Sekai Seifuku: Junketsu no White Light'}, {'mal_id': 66739, 'type': 'manga', 'url': 'https://myanimelist.net/manga/66739/Sekai_Seifuku__Bouryaku_no_Zvezda', 'title': 'Sekai Seifuku: Bouryaku no Zvezda'}, {'mal_id': 66741, 'type': 'manga', 'url': 'https://myanimelist.net/manga/66741/Sekai_Seifuku__4-koma_no_Zvezda', 'title': 'Sekai Seifuku: 4-koma no Zvezda'}], 'Sequel': [{'mal_id': 23459, 'type': 'anime', 'url': 'https://myanimelist.net/anime/23459/Sekai_Seifuku__Bouryaku_no_Zvezda_-_Shin_Zvezda_Daisakusen', 'title': 'Sekai Seifuku: Bouryaku no Zvezda - Shin Zvezda Daisakusen'}]}","Action, Comedy, Fantasy","Aniplex, Dentsu, flying DOG, Notes, Atelier Musa, Ichijinsha"
8417,21067,Strange+,6.06,218,7221.0,2412,"{'Adaptation': [{'mal_id': 60721, 'type': 'manga', 'url': 'https://myanimelist.net/manga/60721/Strange_', 'title': 'Strange+'}], 'Sequel': [{'mal_id': 23433, 'type': 'anime', 'url': 'https://myanimelist.net/anime/23433/Shin_Strange_', 'title': 'Shin Strange+'}], 'Side story': [{'mal_id': 23679, 'type': 'anime', 'url': 'https://myanimelist.net/anime/23679/Strange__Special', 'title': 'Strange+ Special'}]}","Slice of Life, Comedy, Josei",Dream Creation
8816,21855,Hanamonogatari,8.07,1162,462.0,398,"{'Adaptation': [{'mal_id': 23751, 'type': 'manga', 'url': 'https://myanimelist.net/manga/23751/Monogatari_Series__Second_Season', 'title': 'Monogatari Series: Second Season'}], 'Prequel': [{'mal_id': 35247, 'type': 'anime', 'url': 'https://myanimelist.net/anime/35247/Owarimonogatari_2nd_Season', 'title': 'Owarimonogatari 2nd Season'}, {'mal_id': 36999, 'type': 'anime', 'url': 'https://myanimelist.net/anime/36999/Zoku_Owarimonogatari', 'title': 'Zoku Owarimonogatari'}]}","Comedy, Mystery, Supernatural","Aniplex, Kodansha"
13422,21867,The Disappearance of Conan Edogawa: The Worst Two Days in History,7.84,43,819.0,4580,"{'Adaptation': [{'mal_id': 1061, 'type': 'manga', 'url': 'https://myanimelist.net/manga/1061/Detective_Conan', 'title': 'Detective Conan'}], 'Parent story': [{'mal_id': 235, 'type': 'anime', 'url': 'https://myanimelist.net/anime/235/Detective_Conan', 'title': 'Detective Conan'}]}","Adventure, Police, Comedy, Mystery, Shounen",
5230,21881,Sword Art Online II,7.2,4059,2827.0,17,"{'Adaptation': [{'mal_id': 21479, 'type': 'manga', 'url': 'https://myanimelist.net/manga/21479/Sword_Art_Online', 'title': 'Sword Art Online'}], 'Prequel': [{'mal_id': 20021, 'type': 'anime', 'url': 'https://myanimelist.net/anime/20021/Sword_Art_Online__Extra_Edition', 'title': 'Sword Art Online: Extra Edition'}], 'Summary': [{'mal_id': 27891, 'type': 'anime', 'url': 'https://myanimelist.net/anime/27891/Sword_Art_Online_II__Debriefing', 'title': 'Sword Art Online II: Debriefing'}], 'Other': [{'mal_id': 28063, 'type': 'anime', 'url': 'https://myanimelist.net/anime/28063/Sword_Art_Online_II__Sword_Art_Offline_II', 'title': 'Sword Art Online II: Sword Art Offline II'}, {'mal_id': 37278, 'type': 'anime', 'url': 'https://myanimelist.net/anime/37278/Sword_Art_Online_Fatal_Bullet__The_Third_Episode_-_Pilot-ban', 'title': 'Sword Art Online Fatal Bullet: The Third Episode - Pilot-ban'}, {'mal_id': 37362, 'type': 'anime', 'url': 'https://myanimelist.net/anime/37362/Sword_Art_Online_Fatal_Bullet__The_Third_Episode', 'title': 'Sword Art Online Fatal Bullet: The Third Episode'}], 'Sequel': [{'mal_id': 31765, 'type': 'anime', 'url': 'https://myanimelist.net/anime/31765/Sword_Art_Online_Movie__Ordinal_Scale', 'title': 'Sword Art Online Movie: Ordinal Scale'}], 'Alternative setting': [{'mal_id': 36475, 'type': 'anime', 'url': 'https://myanimelist.net/anime/36475/Sword_Art_Online_Alternative__Gun_Gale_Online', 'title': 'Sword Art Online Alternative: Gun Gale Online'}]}","Action, Game, Adventure, Romance, Fantasy","Aniplex, Genco, ASCII Media Works, Bandai Namco Entertainment"
9774,22145,Kuroshitsuji: Book of Circus,8.33,1004,209.0,447,"{'Adaptation': [{'mal_id': 3866, 'type': 'manga', 'url': 'https://myanimelist.net/manga/3866/Kuroshitsuji', 'title': 'Kuroshitsuji'}], 'Prequel': [{'mal_id': 4898, 'type': 'anime', 'url': 'https://myanimelist.net/anime/4898/Kuroshitsuji', 'title': 'Kuroshitsuji'}], 'Sequel': [{'mal_id': 23317, 'type': 'anime', 'url': 'https://myanimelist.net/anime/23317/Kuroshitsuji__Book_of_Murder', 'title': 'Kuroshitsuji: Book of Murder'}]}","Comedy, Demons, Fantasy, Historical, Shounen, Supernatural","Aniplex, Square Enix, Mainichi Broadcasting System, Movic, DeNA"
3451,22695,Dragon Ball Z: Summer Vacation Special,6.9,31,3907.0,4409,"{'Full story': [{'mal_id': 502, 'type': 'anime', 'url': 'https://myanimelist.net/anime/502/Dragon_Ball_Movie_1__Shen_Long_no_Densetsu', 'title': 'Dragon Ball Movie 1: Shen Long no Densetsu'}, {'mal_id': 891, 'type': 'anime', 'url': 'https://myanimelist.net/anime/891/Dragon_Ball_Movie_2__Majinjou_no_Nemuri_Hime', 'title': 'Dragon Ball Movie 2: Majinjou no Nemuri Hime'}, {'mal_id': 892, 'type': 'anime', 'url': 'https://myanimelist.net/anime/892/Dragon_Ball_Movie_3__Makafushigi_Daibouken', 'title': 'Dragon Ball Movie 3: Makafushigi Daibouken'}, {'mal_id': 894, 'type': 'anime', 'url': 'https://myanimelist.net/anime/894/Dragon_Ball_Z_Movie_01__Ora_no_Gohan_wo_Kaese', 'title': 'Dragon Ball Z Movie 01: Ora no Gohan wo Kaese!!'}, {'mal_id': 895, 'type': 'anime', 'url': 'https://myanimelist.net/anime/895/Dragon_Ball_Z_Movie_02__Kono_Yo_de_Ichiban_Tsuyoi_Yatsu', 'title': 'Dragon Ball Z Movie 02: Kono Yo de Ichiban Tsuyoi Yatsu'}, {'mal_id': 896, 'type': 'anime', 'url': 'https://myanimelist.net/anime/896/Dragon_Ball_Z_Movie_03__Chikyuu_Marugoto_Choukessen', 'title': 'Dragon Ball Z Movie 03: Chikyuu Marugoto Choukessen'}, {'mal_id': 897, 'type': 'anime', 'url': 'https://myanimelist.net/anime/897/Dragon_Ball_Z_Movie_04__Super_Saiyajin_da_Son_Gokuu', 'title': 'Dragon Ball Z Movie 04: Super Saiyajin da Son Gokuu'}, {'mal_id': 898, 'type': 'anime', 'url': 'https://myanimelist.net/anime/898/Dragon_Ball_Z_Movie_05__Tobikkiri_no_Saikyou_tai_Saikyou', 'title': 'Dragon Ball Z Movie 05: Tobikkiri no Saikyou tai Saikyou'}, {'mal_id': 899, 'type': 'anime', 'url': 'https://myanimelist.net/anime/899/Dragon_Ball_Z_Movie_06__Gekitotsu_100-oku_Power_no_Senshi-tachi', 'title': 'Dragon Ball Z Movie 06: Gekitotsu!! 100-oku Power no Senshi-tachi'}, {'mal_id': 900, 'type': 'anime', 'url': 'https://myanimelist.net/anime/900/Dragon_Ball_Z_Movie_07__Kyokugen_Battle_Sandai_Super_Saiyajin', 'title': 'Dragon Ball Z Movie 07: Kyokugen Battle!! Sandai Super Saiyajin'}], 'Side story': [{'mal_id': 813, 'type': 'anime', 'url': 'https://myanimelist.net/anime/813/Dragon_Ball_Z', 'title': 'Dragon Ball Z'}]}","Action, Adventure, Comedy, Super Power, Martial Arts, Fantasy, Shounen",
7970,22817,Kindaichi Shounen no Jikenbo Returns,7.59,53,1382.0,3588,"{'Adaptation': [{'mal_id': 21307, 'type': 'manga', 'url': 'https://myanimelist.net/manga/21307/Kindaichi_Shounen_no_Jikenbo_-_Shin_Series', 'title': 'Kindaichi Shounen no Jikenbo - Shin Series'}, {'mal_id': 90585, 'type': 'manga', 'url': 'https://myanimelist.net/manga/90585/Kindaichi_Shounen_no_Jikenbo__20th_Shuunen_Kinen_Series', 'title': 'Kindaichi Shounen no Jikenbo: 20th Shuunen Kinen Series'}], 'Prequel': [{'mal_id': 2076, 'type': 'anime', 'url': 'https://myanimelist.net/anime/2076/Kindaichi_Shounen_no_Jikenbo', 'title': 'Kindaichi Shounen no Jikenbo'}], 'Sequel': [{'mal_id': 31227, 'type': 'anime', 'url': 'https://myanimelist.net/anime/31227/Kindaichi_Shounen_no_Jikenbo_Returns_2nd_Season', 'title': 'Kindaichi Shounen no Jikenbo Returns 2nd Season'}]}","Mystery, Shounen",Yomiuri Telecasting
9742,23251,Gugure! Kokkuri-san,7.66,748,1196.0,753,"{'Adaptation': [{'mal_id': 28172, 'type': 'manga', 'url': 'https://myanimelist.net/manga/28172/Gugure_Kokkuri-san', 'title': 'Gugure! Kokkuri-san'}], 'Side story': [{'mal_id': 27945, 'type': 'anime', 'url': 'https://myanimelist.net/anime/27945/Gugure_Kokkuri-san_Specials', 'title': 'Gugure! Kokkuri-san Specials'}]}","Comedy, Shounen, Supernatural","TV Tokyo, Frontier Works, Media Factory, Nihon Ad Systems, Sony Music Communications"
12028,23317,Kuroshitsuji: Book of Murder,8.34,391,201.0,808,"{'Adaptation': [{'mal_id': 3866, 'type': 'manga', 'url': 'https://myanimelist.net/manga/3866/Kuroshitsuji', 'title': 'Kuroshitsuji'}], 'Prequel': [{'mal_id': 22145, 'type': 'anime', 'url': 'https://myanimelist.net/anime/22145/Kuroshitsuji__Book_of_Circus', 'title': 'Kuroshitsuji: Book of Circus'}], 'Sequel': [{'mal_id': 31812, 'type': 'anime', 'url': 'https://myanimelist.net/anime/31812/Kuroshitsuji_Movie__Book_of_the_Atlantic', 'title': 'Kuroshitsuji Movie: Book of the Atlantic'}]}","Comedy, Demons, Fantasy, Historical, Mystery, Shounen, Supernatural",DeNA
3078,23327,Space☆Dandy 2nd Season,8.28,592,260.0,992,"{'Prequel': [{'mal_id': 20057, 'type': 'anime', 'url': 'https://myanimelist.net/anime/20057/Space☆Dandy', 'title': 'Space☆Dandy'}], 'Other': [{'mal_id': 30246, 'type': 'anime', 'url': 'https://myanimelist.net/anime/30246/Space☆Dandy_2nd_Season_Picture_Drama', 'title': 'Space☆Dandy 2nd Season Picture Drama'}]}","Space, Comedy, Sci-Fi","Bandai Visual, flying DOG, Bandai Namco Entertainment"
8449,24011,Lance N&#039; Masques,5.64,161,8126.0,1837,"{'Adaptation': [{'mal_id': 63237, 'type': 'manga', 'url': 'https://myanimelist.net/manga/63237/Lance_N_Masques', 'title': 'Lance N&#039; Masques'}]}",Fantasy,"Pony Canyon, TBS, DAX Production, KlockWorx, Docomo Anime Store, NichiNare"
12270,24405,World Trigger,7.68,307,1162.0,533,"{'Adaptation': [{'mal_id': 48151, 'type': 'manga', 'url': 'https://myanimelist.net/manga/48151/World_Trigger', 'title': 'World Trigger'}]}","Action, Sci-Fi, Supernatural, School, Shounen",TV Asahi
3847,24701,Mushishi Zoku Shou 2nd Season,8.83,549,26.0,727,"{'Adaptation': [{'mal_id': 418, 'type': 'manga', 'url': 'https://myanimelist.net/manga/418/Mushishi', 'title': 'Mushishi'}], 'Prequel': [{'mal_id': 21939, 'type': 'anime', 'url': 'https://myanimelist.net/anime/21939/Mushishi_Zoku_Shou', 'title': 'Mushishi Zoku Shou'}, {'mal_id': 24687, 'type': 'anime', 'url': 'https://myanimelist.net/anime/24687/Mushishi_Zoku_Shou__Odoro_no_Michi', 'title': 'Mushishi Zoku Shou: Odoro no Michi'}], 'Sequel': [{'mal_id': 28957, 'type': 'anime', 'url': 'https://myanimelist.net/anime/28957/Mushishi_Zoku_Shou__Suzu_no_Shizuku', 'title': 'Mushishi Zoku Shou: Suzu no Shizuku'}]}","Adventure, Fantasy, Historical, Mystery, Seinen, Slice of Life, Supernatural","Aniplex, Kodansha, Delfi Sound"
7168,24835,Mobile Suit Gundam-san,6.23,36,6653.0,5047,"{'Adaptation': [{'mal_id': 15018, 'type': 'manga', 'url': 'https://myanimelist.net/manga/15018/Kidou_Senshi_Gundam-san', 'title': 'Kidou Senshi Gundam-san'}], 'Other': [{'mal_id': 80, 'type': 'anime', 'url': 'https://myanimelist.net/anime/80/Mobile_Suit_Gundam', 'title': 'Mobile Suit Gundam'}, {'mal_id': 32158, 'type': 'anime', 'url': 'https://myanimelist.net/anime/32158/Mobile_Suit_Gundam-san__Bouya_Dakara_sa', 'title': 'Mobile Suit Gundam-san: Bouya Dakara sa'}, {'mal_id': 33226, 'type': 'anime', 'url': 'https://myanimelist.net/anime/33226/Kotowaza_Gundam-san', 'title': 'Kotowaza Gundam-san'}], 'Sequel': [{'mal_id': 33225, 'type': 'anime', 'url': 'https://myanimelist.net/anime/33225/Mobile_Suit_Gundam-san_ONA', 'title': 'Mobile Suit Gundam-san (ONA)'}, {'mal_id': 33228, 'type': 'anime', 'url': 'https://myanimelist.net/anime/33228/Mobile_Suit_Gundam-san__Hiyoko_days_Ichisuisei_Hiyoko_to_Fushigi_na_Ofuda', 'title': 'Mobile Suit Gundam-san: Hiyoko day&#039;s Ichisuisei Hiyoko to Fushigi na Ofuda'}]}","Comedy, Parody, Mecha",
4575,25015,Kyoukai no Kanata Movie 1: I&#039;ll Be Here - Kako-hen,7.81,336,860.0,1246,"{'Full story': [{'mal_id': 18153, 'type': 'anime', 'url': 'https://myanimelist.net/anime/18153/Kyoukai_no_Kanata', 'title': 'Kyoukai no Kanata'}], 'Sequel': [{'mal_id': 28675, 'type': 'anime', 'url': 'https://myanimelist.net/anime/28675/Kyoukai_no_Kanata_Movie_2__Ill_Be_Here_-_Mirai-hen', 'title': 'Kyoukai no Kanata Movie 2: I&#039;ll Be Here - Mirai-hen'}], 'Other': [{'mal_id': 30745, 'type': 'anime', 'url': 'https://myanimelist.net/anime/30745/Kyoukai_no_Kanata_Movie__Ill_Be_Here_-_Kako-hen_-_Yakusoku_no_Kizuna', 'title': 'Kyoukai no Kanata Movie: I&#039;ll Be Here - Kako-hen - Yakusoku no Kizuna'}]}","Action, Supernatural, Fantasy",Shochiku
5500,25159,Inou-Battle wa Nichijou-kei no Naka de,7.3,1327,2423.0,360,"{'Adaptation': [{'mal_id': 56203, 'type': 'manga', 'url': 'https://myanimelist.net/manga/56203/Inou-Battle_wa_Nichijou-kei_no_Naka_de', 'title': 'Inou-Battle wa Nichijou-kei no Naka de'}]}","Slice of Life, Comedy, Supernatural, Romance, School","TV Tokyo, Sotsu, Half H.P Studio, Ultra Super Pictures, DIVE II Entertainment, Avex Pictures"
1653,25689,Hyakka Ryouran: Samurai After,6.78,56,4400.0,3341,"{'Prequel': [{'mal_id': 15377, 'type': 'anime', 'url': 'https://myanimelist.net/anime/15377/Hyakka_Ryouran__Samurai_Bride', 'title': 'Hyakka Ryouran: Samurai Bride'}], 'Side story': [{'mal_id': 30237, 'type': 'anime', 'url': 'https://myanimelist.net/anime/30237/Hyakka_Ryouran__Samurai_After_Specials', 'title': 'Hyakka Ryouran: Samurai After Specials'}]}","Ecchi, Harem",
3161,25867,Rolling☆Girls,6.64,323,5033.0,1350,"{'Adaptation': [{'mal_id': 81423, 'type': 'manga', 'url': 'https://myanimelist.net/manga/81423/Rolling☆Girls', 'title': 'Rolling☆Girls'}], 'Side story': [{'mal_id': 30499, 'type': 'anime', 'url': 'https://myanimelist.net/anime/30499/Rolling☆Girls__Chibi☆Rolling☆Girls_Korokoro_Gekijou', 'title': 'Rolling☆Girls: Chibi☆Rolling☆Girls Korokoro Gekijou'}]}","Action, Adventure, Slice of Life, Super Power","Dentsu, Shochiku, Mainichi Broadcasting System, Pony Canyon, Movic"
10421,25907,Glass no Hana to Kowasu Sekai,6.85,102,4102.0,2502,"{'Adaptation': [{'mal_id': 95987, 'type': 'manga', 'url': 'https://myanimelist.net/manga/95987/Glass_no_Hana_to_Kowasu_Sekai', 'title': 'Glass no Hana to Kowasu Sekai'}]}",Sci-Fi,"Pony Canyon, DAX Production"
83,26443,Triage X,6.41,428,5978.0,1025,"{'Adaptation': [{'mal_id': 14018, 'type': 'manga', 'url': 'https://myanimelist.net/manga/14018/Triage_X', 'title': 'Triage X'}], 'Sequel': [{'mal_id': 30250, 'type': 'anime', 'url': 'https://myanimelist.net/anime/30250/Triage_X__Recollection_XOXO', 'title': 'Triage X: Recollection XOXO'}]}","Action, Adventure, Ecchi, Shounen","DAX Production, Nippon Columbia"
3199,27857,Madan no Ou to Vanadis: Tigre-kun to Vanadi-chu,6.78,98,4409.0,3522,"{'Other': [{'mal_id': 24455, 'type': 'anime', 'url': 'https://myanimelist.net/anime/24455/Madan_no_Ou_to_Vanadis', 'title': 'Madan no Ou to Vanadis'}]}",Comedy,Media Factory
2286,27911,Anime de Wakaru Shinryounaika,6.69,153,4786.0,2254,"{'Adaptation': [{'mal_id': 23086, 'type': 'manga', 'url': 'https://myanimelist.net/manga/23086/Manga_de_Wakaru_Shinryounaika', 'title': 'Manga de Wakaru Shinryounaika'}]}","Comedy, Seinen",
2967,28179,Miss Monochrome: The Animation - Manager,6.32,44,6317.0,5037,"{'Parent story': [{'mal_id': 20033, 'type': 'anime', 'url': 'https://myanimelist.net/anime/20033/Miss_Monochrome__The_Animation', 'title': 'Miss Monochrome: The Animation'}]}","Music, Slice of Life, Comedy",Starchild Records
7660,28883,Hidan no Aria AA,6.38,198,6074.0,1417,"{'Adaptation': [{'mal_id': 26771, 'type': 'manga', 'url': 'https://myanimelist.net/manga/26771/Hidan_no_Aria_AA', 'title': 'Hidan no Aria AA'}], 'Parent story': [{'mal_id': 8630, 'type': 'anime', 'url': 'https://myanimelist.net/anime/8630/Hidan_no_Aria', 'title': 'Hidan no Aria'}]}","Action, School, Shoujo Ai","flying DOG, Fujishouji"
10991,29035,Robot Girls Z Plus,6.3,40,6408.0,4921,"{'Prequel': [{'mal_id': 19799, 'type': 'anime', 'url': 'https://myanimelist.net/anime/19799/Robot_Girls_Z', 'title': 'Robot Girls Z'}], 'Sequel': [{'mal_id': 36298, 'type': 'anime', 'url': 'https://myanimelist.net/anime/36298/Robot_Girls_Z__Fukkatsu_no_Chika_Teikoku', 'title': 'Robot Girls Z: Fukkatsu no Chika Teikoku!?'}]}","Comedy, Mecha, Parody","Nippon Columbia, LandQ studios"
3861,29223,Aldnoah.Zero Extra Archives,6.91,34,3867.0,3735,"{'Full story': [{'mal_id': 22729, 'type': 'anime', 'url': 'https://myanimelist.net/anime/22729/AldnoahZero', 'title': 'Aldnoah.Zero'}]}","Action, Sci-Fi, Mecha",Aniplex
7830,30015,ReLIFE,8.14,1308,387.0,126,"{'Adaptation': [{'mal_id': 78523, 'type': 'manga', 'url': 'https://myanimelist.net/manga/78523/ReLIFE', 'title': 'ReLIFE'}], 'Sequel': [{'mal_id': 35466, 'type': 'anime', 'url': 'https://myanimelist.net/anime/35466/ReLIFE__Kanketsu-hen', 'title': 'ReLIFE: Kanketsu-hen'}]}","Slice of Life, Romance, School","Aniplex, Half H.P Studio, comico, Hakuhodo DY Media Partners, Lawson, C &amp; I entertainment"
2618,30230,Diamond no Ace: Second Season,8.42,275,153.0,1384,"{'Adaptation': [{'mal_id': 10884, 'type': 'manga', 'url': 'https://myanimelist.net/manga/10884/Diamond_no_Ace', 'title': 'Diamond no Ace'}], 'Prequel': [{'mal_id': 18689, 'type': 'anime', 'url': 'https://myanimelist.net/anime/18689/Diamond_no_Ace', 'title': 'Diamond no Ace'}], 'Side story': [{'mal_id': 34349, 'type': 'anime', 'url': 'https://myanimelist.net/anime/34349/Diamond_no_Ace__Second_Season_OVA', 'title': 'Diamond no Ace: Second Season OVA'}]}","Comedy, Sports, School, Shounen","TV Tokyo, Sotsu"
11438,30363,Shinmai Maou no Testament Burst,7.14,554,3058.0,507,"{'Adaptation': [{'mal_id': 49305, 'type': 'manga', 'url': 'https://myanimelist.net/manga/49305/Shinmai_Maou_no_Testament', 'title': 'Shinmai Maou no Testament'}], 'Prequel': [{'mal_id': 29027, 'type': 'anime', 'url': 'https://myanimelist.net/anime/29027/Shinmai_Maou_no_Testament_OVA', 'title': 'Shinmai Maou no Testament OVA'}], 'Side story': [{'mal_id': 30365, 'type': 'anime', 'url': 'https://myanimelist.net/anime/30365/Shinmai_Maou_no_Testament_Burst_OVA', 'title': 'Shinmai Maou no Testament Burst OVA'}, {'mal_id': 32409, 'type': 'anime', 'url': 'https://myanimelist.net/anime/32409/Shinmai_Maou_no_Testament_Burst_Specials', 'title': 'Shinmai Maou no Testament Burst Specials'}], 'Sequel': [{'mal_id': 36688, 'type': 'anime', 'url': 'https://myanimelist.net/anime/36688/Shinmai_Maou_no_Testament_Departures', 'title': 'Shinmai Maou no Testament Departures'}]}","Action, Harem, Demons, Romance, Ecchi, Fantasy","Kadokawa Shoten, Nippon Columbia"
12107,30365,Shinmai Maou no Testament Burst OVA,6.95,100,3758.0,1976,"{'Parent story': [{'mal_id': 30363, 'type': 'anime', 'url': 'https://myanimelist.net/anime/30363/Shinmai_Maou_no_Testament_Burst', 'title': 'Shinmai Maou no Testament Burst'}]}","Action, Harem, Demons, Romance, Ecchi, Fantasy",Kadokawa Shoten
8608,30524,Kagewani,6.51,138,5558.0,2468,"{'Sequel': [{'mal_id': 32682, 'type': 'anime', 'url': 'https://myanimelist.net/anime/32682/Kagewani__Shou', 'title': 'Kagewani: Shou'}]}","Horror, Mystery, Supernatural, Thriller",Directions
13345,30705,Makura no Danshi,4.75,122,9233.0,2380,"{'Sequel': [{'mal_id': 31244, 'type': 'anime', 'url': 'https://myanimelist.net/anime/31244/Makura_no_Danshi__Sono_Ato_no_Makura_no_Danshi', 'title': 'Makura no Danshi: Sono Ato no Makura no Danshi'}]}",Slice of Life,"Earth Star Entertainment, Assez Finaud Fabric"
11140,30746,Fushigi na Somera-chan,5.95,55,7458.0,3698,"{'Adaptation': [{'mal_id': 88064, 'type': 'manga', 'url': 'https://myanimelist.net/manga/88064/Fushigi_na_Somera-chan', 'title': 'Fushigi na Somera-chan'}], 'Side story': [{'mal_id': 33659, 'type': 'anime', 'url': 'https://myanimelist.net/anime/33659/Fushigi_na_Somera-chan_Special', 'title': 'Fushigi na Somera-chan Special'}]}","Comedy, Magic, Slice of Life","DAX Production, Dream Creation"
1862,31139,Ame-iro Cocoa: Rainy Color e Youkoso!,4.87,36,9135.0,4185,"{'Prequel': [{'mal_id': 28981, 'type': 'anime', 'url': 'https://myanimelist.net/anime/28981/Ame-iro_Cocoa', 'title': 'Ame-iro Cocoa'}], 'Sequel': [{'mal_id': 33245, 'type': 'anime', 'url': 'https://myanimelist.net/anime/33245/Ame-iro_Cocoa_in_Hawaii', 'title': 'Ame-iro Cocoa in Hawaii'}]}","Slice of Life, Comedy",DAX Production
11428,31156,"Kuusen Madoushi Kouhosei no Kyoukan: Lecty no, Ikimonogatari",6.48,47,5684.0,3244,"{'Adaptation': [{'mal_id': 76105, 'type': 'manga', 'url': 'https://myanimelist.net/manga/76105/Kuusen_Madoushi_Kouhosei_no_Kyoukan', 'title': 'Kuusen Madoushi Kouhosei no Kyoukan'}], 'Prequel': [{'mal_id': 25283, 'type': 'anime', 'url': 'https://myanimelist.net/anime/25283/Kuusen_Madoushi_Kouhosei_no_Kyoukan', 'title': 'Kuusen Madoushi Kouhosei no Kyoukan'}]}","Action, Drama, Magic, Fantasy, School",
